feature_rank,dim,col,percentile,dataset_idx,image_path,mu,sigma,kl,query_kl,query_mu,query_sigma
2,1947,8,88.88888888888889,7147,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/07973.png,0.34765625,0.9983000755310059,0.06043529510498047,0.29915666580200195,-0.7734375,1.0073511600494385
2,1947,9,100.0,4783,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/05367.png,0.98046875,0.9995366334915161,0.48065972328186035,0.29915666580200195,-0.7734375,1.0073511600494385
3,2668,0,0.0,42803,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/47526.png,-1.140625,0.9879274964332581,0.6506590843200684,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,1,11.11111111111111,49481,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/54932.png,-0.3828125,0.9859998226165771,0.07346963882446289,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,2,22.22222222222222,31051,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/34520.png,-0.23828125,0.9925510883331299,0.02844458818435669,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,3,33.33333333333333,37968,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/42183.png,-0.1259765625,0.99437016248703,0.007966816425323486,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,4,44.44444444444444,53948,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/59916.png,-0.0303955078125,0.9897984862327576,0.0005663633346557617,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,5,55.55555555555556,53570,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/59491.png,0.06298828125,0.9822157025337219,0.002301931381225586,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,6,66.66666666666666,26576,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/29514.png,0.154296875,1.0072896480560303,0.011956751346588135,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,7,77.77777777777777,7689,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/08575.png,0.2578125,1.005784511566162,0.03326702117919922,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,8,88.88888888888889,17635,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/19639.png,0.38671875,1.0120347738265991,0.0749199390411377,0.2725757360458374,0.73828125,1.0067979097366333
3,2668,9,100.0,16072,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/17893.png,0.94921875,1.0071052312850952,0.45055848360061646,0.2725757360458374,0.73828125,1.0067979097366333
4,264,0,0.0,26630,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/29573.png,-0.8671875,0.9961469769477844,0.37602198123931885,0.2611272931098938,0.72265625,1.0033625364303589
4,264,1,11.11111111111111,56512,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/62804.png,-0.330078125,0.9971963167190552,0.054483652114868164,0.2611272931098938,0.72265625,1.0033625364303589
4,264,2,22.22222222222222,16854,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/18762.png,-0.2021484375,1.0035003423690796,0.020444214344024658,0.2611272931098938,0.72265625,1.0033625364303589
4,264,3,33.33333333333333,36196,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/40193.png,-0.1123046875,0.999791145324707,0.006306171417236328,0.2611272931098938,0.72265625,1.0033625364303589
4,264,4,44.44444444444444,46129,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/51219.png,-0.034912109375,1.0025668144226074,0.0006159543991088867,0.2611272931098938,0.72265625,1.0033625364303589
4,264,5,55.55555555555556,18731,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/20846.png,0.04248046875,0.9994622468948364,0.0009025931358337402,0.2611272931098938,0.72265625,1.0033625364303589
4,264,6,66.66666666666666,6772,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/07556.png,0.12060546875,1.0034390687942505,0.007284641265869141,0.2611272931098938,0.72265625,1.0033625364303589
4,264,7,77.77777777777777,51874,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/57592.png,0.2060546875,1.0050787925720215,0.021255016326904297,0.2611272931098938,0.72265625,1.0033625364303589
4,264,8,88.88888888888889,4593,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/05157.png,0.322265625,0.9894360899925232,0.05203956365585327,0.2611272931098938,0.72265625,1.0033625364303589
4,264,9,100.0,57578,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/63980.png,0.81640625,1.0060914754867554,0.33329659700393677,0.2611272931098938,0.72265625,1.0033625364303589
5,1414,0,0.0,1581,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/01767.png,-1.0859375,1.0063371658325195,0.5896701812744141,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,1,11.11111111111111,30201,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/33570.png,-0.416015625,1.01500403881073,0.08675849437713623,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,2,22.22222222222222,48749,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/54117.png,-0.26953125,1.0032401084899902,0.03633403778076172,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,3,33.33333333333333,39772,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/44169.png,-0.1533203125,0.9944005012512207,0.011784970760345459,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,4,44.44444444444444,58371,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/64862.png,-0.059814453125,0.9872643947601318,0.0019518136978149414,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,5,55.55555555555556,44967,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/49921.png,0.032958984375,1.004833459854126,0.0005664825439453125,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,6,66.66666666666666,18184,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/20238.png,0.12890625,0.9891945719718933,0.008425593376159668,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,7,77.77777777777777,42235,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/46903.png,0.2392578125,1.0134564638137817,0.02880239486694336,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,8,88.88888888888889,61749,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/68625.png,0.388671875,1.0005379915237427,0.07553321123123169,0.2527220845222473,-0.7109375,0.997546374797821
5,1414,9,100.0,40868,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/45377.png,0.99609375,1.0075355768203735,0.49615800380706787,0.2527220845222473,-0.7109375,0.997546374797821
6,3547,0,0.0,37802,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/41993.png,-0.87109375,0.9991801977157593,0.37940287590026855,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,1,11.11111111111111,62939,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/69928.png,-0.357421875,1.0010381937026978,0.06387627124786377,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,2,22.22222222222222,61243,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/68073.png,-0.236328125,0.9980487823486328,0.027929306030273438,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,3,33.33333333333333,9067,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/10098.png,-0.142578125,1.0008968114852905,0.010165035724639893,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,4,44.44444444444444,10967,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/12211.png,-0.0576171875,1.0106149911880493,0.001772165298461914,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,5,55.55555555555556,47096,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/52273.png,0.0279541015625,1.0044348239898682,0.00041031837463378906,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,6,66.66666666666666,5437,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/06086.png,0.1181640625,0.9993174076080322,0.006981849670410156,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,7,77.77777777777777,31097,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/34573.png,0.2197265625,0.998482882976532,0.024142146110534668,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,8,88.88888888888889,39312,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/43659.png,0.3515625,1.0054162740707397,0.06182736158370972,0.24182099103927612,-0.6953125,1.0095669031143188
6,3547,9,100.0,58536,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/65050.png,0.9765625,0.9932783246040344,0.4768824577331543,0.24182099103927612,-0.6953125,1.0095669031143188
7,5331,0,0.0,42647,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/47358.png,-1.0703125,0.9954631924629211,0.5728050470352173,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,1,11.11111111111111,39218,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/43557.png,-0.36328125,1.0023678541183472,0.06599223613739014,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,2,22.22222222222222,2361,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/02652.png,-0.2294921875,1.0033013820648193,0.026344239711761475,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,3,33.33333333333333,1186,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/01310.png,-0.1259765625,1.006890058517456,0.007982432842254639,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,4,44.44444444444444,2972,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/03333.png,-0.038818359375,1.0063985586166382,0.0007942914962768555,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,5,55.55555555555556,62422,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/69366.png,0.048095703125,1.0166159868240356,0.0014312267303466797,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,6,66.66666666666666,25258,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/28068.png,0.1337890625,0.9975006580352783,0.00895601511001587,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,7,77.77777777777777,22634,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/25159.png,0.234375,0.9984905123710632,0.027468085289001465,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,8,88.88888888888889,665,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/00737.png,0.361328125,0.987143874168396,0.06544500589370728,0.23365157842636108,0.68359375,1.0011680126190186
7,5331,9,100.0,44043,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/48891.png,1.0,0.9999346733093262,0.5,0.23365157842636108,0.68359375,1.0011680126190186
8,1273,0,0.0,15314,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/17065.png,-0.98828125,1.0028115510940552,0.4883577823638916,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,1,11.11111111111111,54486,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/60512.png,-0.337890625,1.0058151483535767,0.057118773460388184,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,2,22.22222222222222,10370,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/11547.png,-0.212890625,0.9996967911720276,0.022661328315734863,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,3,33.33333333333333,10674,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/11880.png,-0.12109375,1.0075048208236694,0.007388055324554443,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,4,44.44444444444444,51876,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/57594.png,-0.042724609375,1.0035769939422607,0.0009254217147827148,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,5,55.55555555555556,24627,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/27360.png,0.0361328125,0.9969528913497925,0.0006620883941650391,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,6,66.66666666666666,8951,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/09973.png,0.119140625,1.0006868839263916,0.007097721099853516,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,7,77.77777777777777,8653,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/09640.png,0.208984375,0.9994012713432312,0.021837592124938965,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,8,88.88888888888889,21012,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/23367.png,0.330078125,1.007689356803894,0.054534733295440674,0.22050940990447998,0.6640625,1.0044654607772827
8,1273,9,100.0,30073,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/33426.png,0.9375,1.000744104385376,0.439453661441803,0.22050940990447998,0.6640625,1.0044654607772827
9,4203,0,0.0,58432,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/64933.png,-0.984375,0.9994203448295593,0.48449742794036865,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,1,11.11111111111111,15693,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/17482.png,-0.349609375,0.9908260107040405,0.061197757720947266,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,2,22.22222222222222,23202,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/25793.png,-0.2216796875,0.9994775056838989,0.02457118034362793,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,3,33.33333333333333,17063,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/19007.png,-0.12060546875,1.0028268098831177,0.007280826568603516,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,4,44.44444444444444,33260,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/36960.png,-0.0341796875,0.9935511350631714,0.0006257891654968262,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,5,55.55555555555556,47091,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/52267.png,0.04443359375,0.9845565557479858,0.0012269020080566406,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,6,66.66666666666666,10971,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/12216.png,0.126953125,0.9996281266212463,0.008058667182922363,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,7,77.77777777777777,50898,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/56513.png,0.2197265625,1.0029646158218384,0.024148643016815186,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,8,88.88888888888889,33424,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/37141.png,0.33203125,1.003485083580017,0.05513453483581543,0.22049206495285034,-0.6640625,1.0015958547592163
9,4203,9,100.0,42647,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/47358.png,1.0625,0.9899797439575195,0.5645538568496704,0.22049206495285034,-0.6640625,1.0015958547592163
10,3153,0,0.0,27599,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/30670.png,-1.078125,0.9930358529090881,0.5812253952026367,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,1,11.11111111111111,37726,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/41908.png,-0.328125,0.9966639280319214,0.053844153881073,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,2,22.22222222222222,13803,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/15379.png,-0.197265625,1.0010381937026978,0.01945793628692627,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,3,33.33333333333333,40894,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/45407.png,-0.1142578125,0.9987495541572571,0.006528973579406738,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,4,44.44444444444444,23678,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/26319.png,-0.035888671875,0.9947647452354431,0.0006714463233947754,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,5,55.55555555555556,36620,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/40669.png,0.039794921875,0.9999661445617676,0.0007917881011962891,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,6,66.66666666666666,23005,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/25575.png,0.11962890625,0.9883496761322021,0.0072917938232421875,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,7,77.77777777777777,59178,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/65758.png,0.212890625,1.003071665763855,0.022670626640319824,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,8,88.88888888888889,46502,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/51621.png,0.337890625,1.003377914428711,0.05709642171859741,0.2179098129272461,0.66015625,0.9974093437194824
10,3153,9,100.0,13122,/scratch/x3411a10/datasets/ffhq256/imagefolder/train/images/14608.png,0.94921875,0.9992526173591614,0.450508713722229,0.2179098129272461,0.66015625,0.9974093437194824
